"","country","iso3c","WHO_region","income_g","year","pop","pop_name"
"19359","Togo","TGO","AFRO","Low income",2034,448016,"65+yo"
"19360","Tonga","TON","WPRO","Upper middle income",2034,8688.5,"65+yo"
"19361","Trinidad and Tobago","TTO","AMRO","High income",2034,253873.5,"65+yo"
"19362","Tunisia","TUN","EMRO","Lower middle income",2034,1750617,"65+yo"
"19363","Turkey","TUR","EURO","Upper middle income",2034,12807441.5,"65+yo"
"19364","Turkmenistan","TKM","EURO","Upper middle income",2034,617820.5,"65+yo"
"19365","Uganda","UGA","AFRO","Low income",2034,1756168,"65+yo"
"19366","Ukraine","UKR","EURO","Lower middle income",2034,8295332,"65+yo"
"19367","United Arab Emirates","ARE","EMRO","High income",2034,337893.5,"65+yo"
"19368","United Kingdom","GBR","EURO","High income",2034,16055932.5,"65+yo"
"19369","United States of America","USA","AMRO","High income",2034,76970830.5,"65+yo"
"19370","Uruguay","URY","AMRO","High income",2034,628495,"65+yo"
"19371","Uzbekistan","UZB","EURO","Lower middle income",2034,3348809,"65+yo"
"19372","Vanuatu","VUT","WPRO","Lower middle income",2034,20892.5,"65+yo"
"19373","Venezuela","VEN","AMRO","Upper middle income",2034,3809967.5,"65+yo"
"19374","Viet Nam","VNM","WPRO","Lower middle income",2034,14249603,"65+yo"
"19375","Yemen","YEM","EMRO","Low income",2034,1594485.5,"65+yo"
"19376","Zambia","ZMB","AFRO","Lower middle income",2034,733181.5,"65+yo"
"19377","Zimbabwe","ZWE","AFRO","Lower middle income",2034,616593.5,"65+yo"
"19378","Andorra","AND","EURO","High income",2034,20738.5,"65+yo"
"19379","Antigua And Barbuda","ATG","AMRO","High income",2034,17231.5,"65+yo"
"19380","Cook Islands","COK","WPRO","High income",2034,2472.5,"65+yo"
"19381","Marshall Islands","MHL","WPRO","Upper middle income",2034,2216.5,"65+yo"
"19382","Monaco","MCO","EURO","High income",2034,12947.5,"65+yo"
"19383","Nauru","NRU","WPRO","High income",2034,549.5,"65+yo"
"19384","Palau","PLW","WPRO","High income",2034,2774.5,"65+yo"
"19385","Saint Kitts and Nevis","KNA","AMRO","High income",2034,7172.5,"65+yo"
"19386","San Marino","SMR","EURO","High income",2034,10445,"65+yo"
"19387","Tuvalu","TUV","WPRO","Upper middle income",2034,927.5,"65+yo"
"19388","Afghanistan","AFG","EMRO","Low income",2035,1619649.5,"65+yo"
"19389","Albania","ALB","EURO","Upper middle income",2035,603508,"65+yo"
"19390","Algeria","DZA","AFRO","Lower middle income",2035,5202026.5,"65+yo"
"19391","Angola","AGO","AFRO","Lower middle income",2035,1711053,"65+yo"
"19392","Argentina","ARG","AMRO","Upper middle income",2035,6930864,"65+yo"
"19393","Armenia","ARM","EURO","Upper middle income",2035,526784.5,"65+yo"
"19394","Australia","AUS","WPRO","High income",2035,6192612.5,"65+yo"
"19395","Austria","AUT","EURO","High income",2035,2426437,"65+yo"
"19396","Azerbaijan","AZE","EURO","Upper middle income",2035,1519242.5,"65+yo"
"19397","Bahamas","BHS","AMRO","High income",2035,68884,"65+yo"
"19398","Bahrain","BHR","EMRO","High income",2035,108536.5,"65+yo"
"19399","Bangladesh","BGD","SEARO","Lower middle income",2035,16770690.5,"65+yo"
"19400","Barbados","BRB","AMRO","High income",2035,59630.5,"65+yo"
"19401","Belarus","BLR","EURO","Upper middle income",2035,1867076.5,"65+yo"
"19402","Belgium","BEL","EURO","High income",2035,2961354.5,"65+yo"
"19403","Belize","BLZ","AMRO","Upper middle income",2035,36282.5,"65+yo"
"19404","Benin","BEN","AFRO","Lower middle income",2035,681069.5,"65+yo"
"19405","Bhutan","BTN","SEARO","Lower middle income",2035,74234.0000000001,"65+yo"
"19406","Bolivia","BOL","AMRO","Lower middle income",2035,996152,"65+yo"
"19407","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2035,788960.5,"65+yo"
"19408","Botswana","BWA","AFRO","Upper middle income",2035,152240.5,"65+yo"
"19409","Brazil","BRA","AMRO","Upper middle income",2035,34248831.5,"65+yo"
"19410","Brunei Darussalam","BRN","WPRO","High income",2035,56470,"65+yo"
"19411","Bulgaria","BGR","EURO","Upper middle income",2035,1505157,"65+yo"
"19412","Burkina Faso","BFA","AFRO","Low income",2035,926235.5,"65+yo"
"19413","Burundi","BDI","AFRO","Low income",2035,496706,"65+yo"
"19414","Cambodia","KHM","WPRO","Lower middle income",2035,1659135,"65+yo"
"19415","Cameroon","CMR","AFRO","Lower middle income",2035,1232179,"65+yo"
"19416","Canada","CAN","AMRO","High income",2035,10185365.5,"65+yo"
"19417","Cape Verde","CPV","AFRO","Lower middle income",2035,57746,"65+yo"
"19418","Central African Republic","CAF","AFRO","Low income",2035,174991,"65+yo"
"19419","Chad","TCD","AFRO","Low income",2035,681842.5,"65+yo"
"19420","Chile","CHL","AMRO","High income",2035,3982717,"65+yo"
"19421","China","CHN","WPRO","Upper middle income",2035,312989226,"65+yo"
"19422","Colombia","COL","AMRO","Upper middle income",2035,8377701.5,"65+yo"
"19423","Comoros","COM","AFRO","Lower middle income",2035,49732,"65+yo"
"19424","Congo","COG","AFRO","Lower middle income",2035,327723,"65+yo"
"19425","Costa Rica","CRI","AMRO","Upper middle income",2035,954832,"65+yo"
"19426","Côte d'Ivoire","CIV","AFRO","Lower middle income",2035,1308668.5,"65+yo"
"19427","Croatia","HRV","EURO","High income",2035,970011.5,"65+yo"
"19428","Cuba","CUB","AMRO","Upper middle income",2035,2620772.5,"65+yo"
"19429","Cyprus","CYP","EURO","High income",2035,268935,"65+yo"
"19430","Czech Republic","CZE","EURO","High income",2035,2421645.5,"65+yo"
"19431","Democratic Peoples Republic of Korea","PRK","SEARO","Low income",2035,4762251.5,"65+yo"
"19432","Democratic Republic of the Congo","COD","AFRO","Low income",2035,4887374.5,"65+yo"
"19433","Denmark","DNK","EURO","High income",2035,1481585,"65+yo"
"19434","Djibouti","DJI","EMRO","Lower middle income",2035,89351,"65+yo"
"19435","Dominica","DMA","AMRO","Upper middle income",2035,10609,"65+yo"
"19436","Dominican Republic","DOM","AMRO","Upper middle income",2035,1362218.5,"65+yo"
"19437","Ecuador","ECU","AMRO","Upper middle income",2035,2277284.5,"65+yo"
"19438","Egypt","EGY","EMRO","Lower middle income",2035,9257149.5,"65+yo"
"19439","El Salvador","SLV","AMRO","Upper middle income",2035,689199.5,"65+yo"
"19440","Equatorial Guinea","GNQ","AFRO","Upper middle income",2035,111943.5,"65+yo"
"19441","Eritrea","ERI","AFRO","Low income",2035,217042,"65+yo"
"19442","Estonia","EST","EURO","High income",2035,314939,"65+yo"
"19443","Eswatini","SWZ","AFRO","Lower middle income",2035,69681.5,"65+yo"
"19444","Ethiopia","ETH","AFRO","Low income",2035,6966938.5,"65+yo"
"19445","Fiji","FJI","WPRO","Upper middle income",2035,78094.5,"65+yo"
"19446","Finland","FIN","EURO","High income",2035,1487272.5,"65+yo"
"19447","France","FRA","EURO","High income",2035,17485937.5,"65+yo"
"19448","Gabon","GAB","AFRO","Upper middle income",2035,154874.5,"65+yo"
"19449","Gambia","GMB","AFRO","Low income",2035,147371.5,"65+yo"
"19450","Georgia","GEO","EURO","Upper middle income",2035,689058.5,"65+yo"
"19451","Germany","DEU","EURO","High income",2035,23613053,"65+yo"
"19452","Ghana","GHA","AFRO","Lower middle income",2035,2118336,"65+yo"
"19453","Greece","GRC","EURO","High income",2035,2715358,"65+yo"
"19454","Grenada","GRD","AMRO","Upper middle income",2035,18348,"65+yo"
"19455","Guatemala","GTM","AMRO","Upper middle income",2035,1313985,"65+yo"
"19456","Guinea","GIN","AFRO","Lower middle income",2035,698460,"65+yo"
"19457","Guinea-Bissau","GNB","AFRO","Low income",2035,101333.5,"65+yo"
"19458","Guyana","GUY","AMRO","High income",2035,81936,"65+yo"
"19459","Haiti","HTI","AMRO","Lower middle income",2035,763486.5,"65+yo"
"19460","Honduras","HND","AMRO","Lower middle income",2035,760097.5,"65+yo"
"19461","Hungary","HUN","EURO","High income",2035,2097501.5,"65+yo"
"19462","Iceland","ISL","EURO","High income",2035,81181,"65+yo"
"19463","India","IND","SEARO","Lower middle income",2035,154654673,"65+yo"
"19464","Indonesia","IDN","SEARO","Upper middle income",2035,32143922.5,"65+yo"
"19465","Iran, Islamic Republic of","IRN","EMRO","Lower middle income",2035,12234481.5,"65+yo"
"19466","Iraq","IRQ","EMRO","Upper middle income",2035,2765586,"65+yo"
"19467","Ireland","IRL","EURO","High income",2035,1124020.5,"65+yo"
"19468","Israel","ISR","EURO","High income",2035,1487334.5,"65+yo"
"19469","Italy","ITA","EURO","High income",2035,17709027.5,"65+yo"
"19470","Jamaica","JAM","AMRO","Upper middle income",2035,342318,"65+yo"
"19471","Japan","JPN","WPRO","High income",2035,37908145.5,"65+yo"
"19472","Jordan","JOR","EMRO","Lower middle income",2035,1029529,"65+yo"
"19473","Kazakhstan","KAZ","EURO","Upper middle income",2035,2667471,"65+yo"
"19474","Kenya","KEN","AFRO","Lower middle income",2035,2653618,"65+yo"
"19475","Kiribati","KIR","WPRO","Lower middle income",2035,9452,"65+yo"
"19476","Korea, Republic of","KOR","WPRO","High income",2035,14877283,"65+yo"
"19477","Kuwait","KWT","EMRO","High income",2035,247009.5,"65+yo"
"19478","Kyrgyzstan","KGZ","EURO","Lower middle income",2035,674035,"65+yo"
"19479","Lao People's Democratic Republic","LAO","WPRO","Lower middle income",2035,563680,"65+yo"
"19480","Latvia","LVA","EURO","High income",2035,430957,"65+yo"
"19481","Lebanon","LBN","EMRO","Lower middle income",2035,868627,"65+yo"
"19482","Lesotho","LSO","AFRO","Lower middle income",2035,103510,"65+yo"
"19483","Liberia","LBR","AFRO","Low income",2035,262782,"65+yo"
"19484","Libya","LBY","EMRO","Upper middle income",2035,718815,"65+yo"
"19485","Lithuania","LTU","EURO","High income",2035,647740.5,"65+yo"
"19486","Luxembourg","LUX","EURO","High income",2035,151124,"65+yo"
"19487","Macedonia, the former Yugoslav Republic of","MKD","EURO","Upper middle income",2035,385904,"65+yo"
"19488","Madagascar","MDG","AFRO","Low income",2035,1660036,"65+yo"
"19489","Malawi","MWI","AFRO","Low income",2035,822258,"65+yo"
"19490","Malaysia","MYS","WPRO","Upper middle income",2035,4342527,"65+yo"
"19491","Maldives","MDV","SEARO","Upper middle income",2035,48622,"65+yo"
"19492","Mali","MLI","AFRO","Low income",2035,787754.5,"65+yo"
"19493","Malta","MLT","EURO","High income",2035,129000.5,"65+yo"
"19494","Mauritania","MRT","AFRO","Lower middle income",2035,247640.5,"65+yo"
"19495","Mauritius","MUS","AFRO","Upper middle income",2035,238667.5,"65+yo"
"19496","Mexico","MEX","AMRO","Upper middle income",2035,16551684,"65+yo"
"19497","Micronesia, Federated States of","FSM","WPRO","Lower middle income",2035,8795,"65+yo"
"19498","Moldova, Republic of","MDA","EURO","Upper middle income",2035,518372,"65+yo"
"19499","Mongolia","MNG","WPRO","Lower middle income",2035,332896,"65+yo"
"19500","Montenegro","MNE","EURO","Upper middle income",2035,129103,"65+yo"
"19501","Morocco","MAR","EMRO","Lower middle income",2035,4700014,"65+yo"
"19502","Mozambique","MOZ","AFRO","Low income",2035,1229285,"65+yo"
"19503","Myanmar","MMR","SEARO","Lower middle income",2035,5657961,"65+yo"
"19504","Namibia","NAM","AFRO","Upper middle income",2035,176329.5,"65+yo"
"19505","Nepal","NPL","SEARO","Lower middle income",2035,2441422.5,"65+yo"
"19506","Netherlands","NLD","EURO","High income",2035,4712232.5,"65+yo"
"19507","New Zealand","NZL","WPRO","High income",2035,1181161.5,"65+yo"
"19508","Nicaragua","NIC","AMRO","Lower middle income",2035,613510.5,"65+yo"
"19509","Niger","NER","AFRO","Low income",2035,1064095.5,"65+yo"
"19510","Nigeria","NGA","AFRO","Lower middle income",2035,9746676,"65+yo"
"19511","Norway","NOR","EURO","High income",2035,1336110.5,"65+yo"
"19512","Oman","OMN","EMRO","High income",2035,213997,"65+yo"
"19513","Pakistan","PAK","EMRO","Lower middle income",2035,15192393,"65+yo"
"19514","Panama","PAN","AMRO","High income",2035,674393.5,"65+yo"
"19515","Papua New Guinea","PNG","SEARO","Lower middle income",2035,630552,"65+yo"
"19516","Paraguay","PRY","AMRO","Upper middle income",2035,689020,"65+yo"
"19517","Peru","PER","AMRO","Upper middle income",2035,4591202,"65+yo"
"19518","Philippines","PHL","WPRO","Lower middle income",2035,9895337,"65+yo"
"19519","Poland","POL","EURO","High income",2035,8604009.5,"65+yo"
"19520","Portugal","PRT","EURO","High income",2035,2946666,"65+yo"
"19521","Qatar","QAT","EMRO","High income",2035,63138.5,"65+yo"
"19522","Romania","ROU","EURO","High income",2035,4073921,"65+yo"
"19523","Russian Federation","RUS","EURO","Upper middle income",2035,28563598.5,"65+yo"
"19524","Rwanda","RWA","AFRO","Low income",2035,769822,"65+yo"
"19525","Saint Lucia","LCA","AMRO","Upper middle income",2035,26075.5,"65+yo"
"19526","Saint Vincent and the Grenadines","VCT","AMRO","Upper middle income",2035,15087,"65+yo"
"19527","Samoa","WSM","WPRO","Lower middle income",2035,18023,"65+yo"
"19528","Sao Tome And Principe","STP","AFRO","Lower middle income",2035,13232.5,"65+yo"
"19529","Saudi Arabia","SAU","EMRO","High income",2035,1790103.5,"65+yo"
"19530","Senegal","SEN","AFRO","Lower middle income",2035,981904.5,"65+yo"
"19531","Serbia","SRB","EURO","Upper middle income",2035,1567069.5,"65+yo"
"19532","Seychelles","SYC","AFRO","High income",2035,17374,"65+yo"
"19533","Sierra Leone","SLE","AFRO","Low income",2035,412843,"65+yo"
"19534","Singapore","SGP","WPRO","High income",2035,1173180.5,"65+yo"
"19535","Slovakia","SVK","EURO","High income",2035,1199489,"65+yo"
"19536","Slovenia","SVN","EURO","High income",2035,552336.5,"65+yo"
"19537","Solomon Islands","SLB","WPRO","Lower middle income",2035,47586,"65+yo"
"19538","Somalia","SOM","EMRO","Low income",2035,742940.5,"65+yo"
"19539","South Africa","ZAF","AFRO","Upper middle income",2035,5975619,"65+yo"
"19540","South Sudan","SSD","AFRO","Low income",2035,605106,"65+yo"
"19541","Spain","ESP","EURO","High income",2035,13141320.5,"65+yo"
"19542","Sri Lanka","LKA","SEARO","Lower middle income",2035,3795290,"65+yo"
"19543","Sudan","SDN","EMRO","Low income",2035,2692293,"65+yo"
"19544","Suriname","SUR","AMRO","Upper middle income",2035,79106,"65+yo"
"19545","Sweden","SWE","EURO","High income",2035,2569347.5,"65+yo"
"19546","Switzerland","CHE","EURO","High income",2035,2374275,"65+yo"
"19547","Syrian Arab Republic","SYR","EMRO","Low income",2035,2020425,"65+yo"
"19548","Tajikistan","TJK","EURO","Lower middle income",2035,748096,"65+yo"
"19549","Tanzania, United Republic of","TZA","AFRO","Lower middle income",2035,2943327,"65+yo"
"19550","Thailand","THA","SEARO","Upper middle income",2035,16058349,"65+yo"
"19551","Timor-Leste","TLS","SEARO","Lower middle income",2035,86915,"65+yo"
"19552","Togo","TGO","AFRO","Low income",2035,465983,"65+yo"
"19553","Tonga","TON","WPRO","Upper middle income",2035,8966.5,"65+yo"
"19554","Trinidad and Tobago","TTO","AMRO","High income",2035,257085,"65+yo"
"19555","Tunisia","TUN","EMRO","Lower middle income",2035,1807976.5,"65+yo"
"19556","Turkey","TUR","EURO","Upper middle income",2035,13150868.5,"65+yo"
"19557","Turkmenistan","TKM","EURO","Upper middle income",2035,648902.5,"65+yo"
"19558","Uganda","UGA","AFRO","Low income",2035,1844666,"65+yo"
"19559","Ukraine","UKR","EURO","Lower middle income",2035,8397900,"65+yo"
"19560","United Arab Emirates","ARE","EMRO","High income",2035,341644.5,"65+yo"
"19561","United Kingdom","GBR","EURO","High income",2035,16302753.5,"65+yo"
"19562","United States of America","USA","AMRO","High income",2035,78062536.5,"65+yo"
"19563","Uruguay","URY","AMRO","High income",2035,636164.5,"65+yo"
"19564","Uzbekistan","UZB","EURO","Lower middle income",2035,3455085.5,"65+yo"
"19565","Vanuatu","VUT","WPRO","Lower middle income",2035,21694,"65+yo"
"19566","Venezuela","VEN","AMRO","Upper middle income",2035,3908706,"65+yo"
"19567","Viet Nam","VNM","WPRO","Lower middle income",2035,14757168,"65+yo"
"19568","Yemen","YEM","EMRO","Low income",2035,1675768,"65+yo"
"19569","Zambia","ZMB","AFRO","Lower middle income",2035,778206,"65+yo"
"19570","Zimbabwe","ZWE","AFRO","Lower middle income",2035,625651,"65+yo"
"19571","Andorra","AND","EURO","High income",2035,21474.5,"65+yo"
"19572","Antigua And Barbuda","ATG","AMRO","High income",2035,17831.5,"65+yo"
"19573","Cook Islands","COK","WPRO","High income",2035,2517,"65+yo"
"19574","Marshall Islands","MHL","WPRO","Upper middle income",2035,2280,"65+yo"
"19575","Monaco","MCO","EURO","High income",2035,12828.5,"65+yo"
"19576","Nauru","NRU","WPRO","High income",2035,563,"65+yo"
"19577","Palau","PLW","WPRO","High income",2035,2830.5,"65+yo"
"19578","Saint Kitts and Nevis","KNA","AMRO","High income",2035,7304,"65+yo"
"19579","San Marino","SMR","EURO","High income",2035,10716.5,"65+yo"
"19580","Tuvalu","TUV","WPRO","Upper middle income",2035,949.5,"65+yo"
"19581","Afghanistan","AFG","EMRO","Low income",2036,1693647,"65+yo"
"19582","Albania","ALB","EURO","Upper middle income",2036,609894.5,"65+yo"
"19583","Algeria","DZA","AFRO","Lower middle income",2036,5440647.5,"65+yo"
"19584","Angola","AGO","AFRO","Lower middle income",2036,1775147.5,"65+yo"
"19585","Argentina","ARG","AMRO","Upper middle income",2036,7061329.5,"65+yo"
"19586","Armenia","ARM","EURO","Upper middle income",2036,529386.5,"65+yo"
"19587","Australia","AUS","WPRO","High income",2036,6326655.5,"65+yo"
"19588","Austria","AUT","EURO","High income",2036,2461609,"65+yo"
"19589","Azerbaijan","AZE","EURO","Upper middle income",2036,1559228.5,"65+yo"
"19590","Bahamas","BHS","AMRO","High income",2036,70874.5,"65+yo"
"19591","Bahrain","BHR","EMRO","High income",2036,112287,"65+yo"
"19592","Bangladesh","BGD","SEARO","Lower middle income",2036,17364304.5,"65+yo"
"19593","Barbados","BRB","AMRO","High income",2036,60423.5,"65+yo"
"19594","Belarus","BLR","EURO","Upper middle income",2036,1877751.5,"65+yo"
"19595","Belgium","BEL","EURO","High income",2036,3002057.5,"65+yo"
"19596","Belize","BLZ","AMRO","Upper middle income",2036,38025,"65+yo"
"19597","Benin","BEN","AFRO","Lower middle income",2036,706335.5,"65+yo"
"19598","Bhutan","BTN","SEARO","Lower middle income",2036,77016.5,"65+yo"
"19599","Bolivia","BOL","AMRO","Lower middle income",2036,1028630,"65+yo"
"19600","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2036,788307.5,"65+yo"
"19601","Botswana","BWA","AFRO","Upper middle income",2036,157620,"65+yo"
"19602","Brazil","BRA","AMRO","Upper middle income",2036,35149935,"65+yo"
"19603","Brunei Darussalam","BRN","WPRO","High income",2036,59293.5,"65+yo"
"19604","Bulgaria","BGR","EURO","Upper middle income",2036,1509914.5,"65+yo"
"19605","Burkina Faso","BFA","AFRO","Low income",2036,961055.5,"65+yo"
"19606","Burundi","BDI","AFRO","Low income",2036,516670.5,"65+yo"
"19607","Cambodia","KHM","WPRO","Lower middle income",2036,1705132,"65+yo"
"19608","Cameroon","CMR","AFRO","Lower middle income",2036,1288218,"65+yo"
"19609","Canada","CAN","AMRO","High income",2036,10318348.5,"65+yo"
"19610","Cape Verde","CPV","AFRO","Lower middle income",2036,59469,"65+yo"
"19611","Central African Republic","CAF","AFRO","Low income",2036,178775.5,"65+yo"
"19612","Chad","TCD","AFRO","Low income",2036,713404.5,"65+yo"
